City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Dakar,SN,2022-11-08 14:45:36,14.6937,-17.4441,86.88,79,20,13.8
296,Praya,CV,2022-11-08 14:42:25,14.9215,-23.5087,86.54,42,0,20.71
297,La Rioja,ES,2022-11-08 14:44:38,42.25,-2.5,55.18,62,100,3.94
298,Diamantino,BR,2022-11-08 14:45:37,-14.4086,-56.4461,96.42,23,0,1.54
299,San Carlos De Bariloche,AR,2022-11-08 14:41:54,-41.1456,-71.3082,62.35,48,75,6.91
300,Sarakhs,IR,2022-11-08 14:45:37,36.5449,61.1577,44.74,81,75,6.91
301,Kozan,TR,2022-11-08 14:45:38,37.4552,35.8157,62.71,56,65,3.33
302,Chateau-Gontier,FR,2022-11-08 14:45:38,47.8333,-0.7,62.76,72,100,18.66
303,Aguie,NE,2022-11-08 14:45:39,13.506,7.7786,92.82,12,98,6.51
304,Simao,CN,2022-11-08 14:45:41,22.7886,100.9748,56.52,73,2,1.9
305,Ituporanga,BR,2022-11-08 14:45:41,-27.4144,-49.6025,74.26,40,50,2.55
306,San Carlos Del Zulia,VE,2022-11-08 14:45:42,9.0,-71.9135,79.54,80,100,6.04
307,Aklavik,CA,2022-11-08 14:45:42,68.2191,-135.0107,10.26,88,100,8.3
308,Raymond,US,2022-11-08 14:45:43,43.9015,-70.4703,47.34,41,2,14.27
309,La Ronge,CA,2022-11-08 14:45:43,55.1001,-105.2842,12.45,85,100,11.5
310,Boke,GN,2022-11-08 14:45:44,10.9409,-14.2967,94.46,37,94,2.95
311,Lompoc,US,2022-11-08 14:45:02,34.6391,-120.4579,54.79,97,100,14.97
312,Krasnoselkup,RU,2022-11-08 14:45:45,65.7,82.4667,23.25,96,100,12.12
313,Auki,SB,2022-11-08 14:45:46,-8.7676,160.7034,76.42,91,100,5.44
314,Hualmay,PE,2022-11-08 14:46:46,-11.0964,-77.6139,66.74,77,35,7.45
315,Severnyy,RU,2022-11-08 14:46:46,50.677,36.5532,32.04,100,100,4.47
316,Dong Xoai,VN,2022-11-08 14:46:47,11.5333,106.9167,74.25,94,100,3.4
317,Grande Prairie,CA,2022-11-08 14:46:47,55.1667,-118.8027,-7.42,77,20,2.3
318,Pierre,US,2022-11-08 14:46:48,44.3683,-100.351,43.86,60,100,13.8
319,Mananjary,MG,2022-11-08 14:46:48,-21.2167,48.3333,75.78,76,70,9.73
320,Quballat,TN,2022-11-08 14:46:48,36.5418,9.6633,80.15,18,0,4.12
321,Kaitangata,NZ,2022-11-08 14:46:49,-46.2817,169.8464,47.57,95,73,4.21
322,Balykshi,KZ,2022-11-08 14:46:49,47.0667,51.8667,35.6,75,75,8.95
323,Monchique,PT,2022-11-08 14:46:50,37.3177,-8.5553,64.15,63,96,10.36
324,Nizwa,OM,2022-11-08 14:46:50,22.9333,57.5333,83.75,29,96,1.72
325,Puerto Leguizamo,CO,2022-11-08 14:46:51,-0.1934,-74.7819,85.39,69,65,1.57
326,Catumbela,AO,2022-11-08 14:46:51,-12.4314,13.5472,79.57,74,10,10.25
327,The Valley,AI,2022-11-08 14:42:57,18.217,-63.0578,82.09,78,75,12.66
328,Sept-Iles,CA,2022-11-08 14:42:20,50.2001,-66.3821,41.05,59,75,24.16
329,Mizdah,LY,2022-11-08 14:46:52,31.4451,12.9801,71.8,25,0,2.17
330,Alexandria,EG,2022-11-08 14:45:48,31.2156,29.9553,73.94,60,40,9.22
331,Zemio,CF,2022-11-08 14:46:53,5.0314,25.1361,76.73,84,90,3.87
332,Diffa,NE,2022-11-08 14:46:53,13.3154,12.6113,93.54,13,5,11.1
333,Sorong,ID,2022-11-08 14:46:53,-0.8833,131.25,79.16,85,100,9.06
334,Bandarbeyla,SO,2022-11-08 14:46:54,9.4942,50.8122,79.68,74,0,7.85
335,Nantong,CN,2022-11-08 14:46:54,32.0303,120.8747,62.01,95,0,9.13
336,Kudahuvadhoo,MV,2022-11-08 14:46:55,2.6708,72.8944,81.88,77,12,12.28
337,Yenagoa,NG,2022-11-08 14:46:55,4.9247,6.2642,86.32,64,90,6.29
338,Antalaha,MG,2022-11-08 14:46:56,-14.9003,50.2788,74.61,76,29,9.33
339,Pedasi,PA,2022-11-08 14:46:56,7.5333,-80.0333,78.06,82,98,12.41
340,Porbandar,IN,2022-11-08 14:46:57,21.6422,69.6093,80.58,61,20,9.22
341,Vrangel,RU,2022-11-08 14:46:58,42.7297,133.0839,42.75,65,3,3.78
342,Mujiayingzi,CN,2022-11-08 14:46:58,42.1167,118.7833,42.64,25,95,8.23
343,Slyudyanka,RU,2022-11-08 14:46:59,51.6594,103.7061,27.77,93,100,2.71
344,Tricase,IT,2022-11-08 14:47:00,39.9304,18.3553,66.13,77,75,3.44
345,Les Cayes,HT,2022-11-08 14:47:02,18.2,-73.75,82.22,65,2,4.65
346,Linxia,CN,2022-11-08 14:47:03,35.6003,103.2064,47.88,63,30,0.78
347,Qandala,SO,2022-11-08 14:47:04,11.472,49.8728,80.65,80,25,6.53
348,Yagoua,CM,2022-11-08 14:47:05,10.3411,15.2329,98.33,15,55,7.09
349,Palmer,US,2022-11-08 14:47:05,42.1584,-72.3287,50.63,46,20,11.5
350,Lavrentiya,RU,2022-11-08 14:47:06,65.5833,-171.0,29.05,94,100,11.43
351,Paso De Los Toros,UY,2022-11-08 14:47:06,-32.8167,-56.5167,72.46,44,0,14.29
352,Vostok,RU,2022-11-08 14:47:07,46.4856,135.8833,24.39,84,11,5.12
353,Tazovskiy,RU,2022-11-08 14:47:07,67.4667,78.7,11.19,95,100,10.69
354,Laguna,US,2022-11-08 14:47:08,38.421,-121.4238,49.75,92,100,6.91
355,Mayo,US,2022-11-08 14:47:08,38.8876,-76.5119,54.21,56,0,16.11
356,Beloha,MG,2022-11-08 14:47:09,-25.1667,45.05,81.21,56,14,13.56
357,Saint-Francois,FR,2022-11-08 14:47:09,46.4154,3.9054,63.84,63,0,11.5
358,Villa Bruzual,VE,2022-11-08 14:48:10,9.3328,-69.1208,84.56,69,100,3.02
359,Bafq,IR,2022-11-08 14:48:10,31.6128,55.4107,60.8,31,0,7.65
360,Izhma,RU,2022-11-08 14:48:11,65.0083,53.9113,32.92,100,100,2.28
361,Kaluga,RU,2022-11-08 14:48:11,54.5,35.5,39.51,92,99,10.98
362,Urumqi,CN,2022-11-08 14:48:01,43.801,87.6005,40.15,70,83,4.47
363,Opuwo,NA,2022-11-08 14:44:08,-18.0607,13.84,90.9,12,0,11.05
364,Lukulu,ZM,2022-11-08 14:48:12,-14.3707,23.242,82.2,45,98,2.86
365,Joshimath,IN,2022-11-08 14:48:13,30.5667,79.5667,50.31,64,39,5.14
366,Kurumkan,RU,2022-11-08 14:48:14,54.3,110.3,19.99,81,46,5.26
367,Pyapon,MM,2022-11-08 14:48:14,16.2833,95.6833,75.7,74,100,3.56
368,Sao Gabriel Da Cachoeira,BR,2022-11-08 14:48:15,-0.1303,-67.0892,82.2,78,0,3.44
369,Kontagora,NG,2022-11-08 14:48:16,10.3999,5.4695,95.52,18,96,4.09
370,Kasongo-Lunda,CD,2022-11-08 14:48:17,-6.4667,16.8167,78.4,88,100,2.82
371,Princeton,US,2022-11-08 14:45:49,25.5384,-80.4089,83.01,74,0,10.36
372,Jacareacanga,BR,2022-11-08 14:48:18,-6.2222,-57.7528,93.88,41,100,2.82
373,Swan Hill,AU,2022-11-08 14:48:18,-35.3378,143.5544,63.93,65,0,7.49
374,Kantunilkin,MX,2022-11-08 14:48:19,21.0917,-87.45,82.96,57,1,5.44
375,Linxi,CN,2022-11-08 14:48:20,39.7,118.4333,48.34,62,78,3.6
376,Sinnamary,GF,2022-11-08 14:48:20,5.3833,-52.95,83.39,67,100,5.48
377,Pavino,RU,2022-11-08 14:48:21,59.1139,46.1414,34.16,98,100,8.41
378,Muzhi,RU,2022-11-08 14:48:22,65.3667,64.6667,20.44,92,100,3.0
379,Hami,CN,2022-11-08 14:48:22,42.8,93.45,48.0,28,7,7.43
380,Tongzi,CN,2022-11-08 14:48:23,28.7829,105.0877,64.9,84,27,3.89
381,Carutapera,BR,2022-11-08 14:48:23,-1.195,-46.02,80.85,86,63,9.13
382,Richards Bay,ZA,2022-11-08 14:48:24,-28.783,32.0377,69.76,96,100,4.74
383,Bhimunipatnam,IN,2022-11-08 14:48:26,17.8833,83.4333,78.31,70,3,5.75
384,Oranjestad,AW,2022-11-08 14:47:41,12.524,-70.027,84.9,79,40,4.61
385,Khani,GE,2022-11-08 14:48:26,41.9563,42.9566,47.77,71,100,2.48
386,Chicama,PE,2022-11-08 14:48:27,-7.8447,-79.1469,59.54,69,63,8.05
387,Khandbari,NP,2022-11-08 14:48:28,27.3747,87.2039,61.07,87,80,1.54
388,Kpandae,GH,2022-11-08 14:48:28,8.4689,-0.0113,94.73,26,50,4.94
389,Killybegs,IE,2022-11-08 14:48:29,54.6333,-8.45,49.71,75,97,15.93
390,Nha Trang,VN,2022-11-08 14:48:29,12.25,109.1833,78.8,90,29,7.43
391,Maltahohe,NA,2022-11-08 14:48:30,-24.8333,16.9833,81.32,24,83,12.08
392,Llandrindod Wells,GB,2022-11-08 14:48:30,52.2416,-3.3787,52.38,88,92,23.42
393,Lazarev,RU,2022-11-08 14:48:32,52.225,141.5131,29.12,72,1,12.73
394,Hovd,MN,2022-11-08 14:48:33,48.0056,91.6419,37.29,55,86,7.27
395,Yaan,NG,2022-11-08 14:48:33,7.3833,8.5667,93.67,24,96,3.85
396,Endicott,US,2022-11-08 14:48:34,42.0984,-76.0494,47.95,69,40,14.97
397,Olmos,PE,2022-11-08 14:48:35,-5.9847,-79.7453,78.22,51,63,6.15
398,Mizan Teferi,ET,2022-11-08 14:48:35,6.9833,35.5833,64.9,86,94,1.16
399,Tilichiki,RU,2022-11-08 14:48:36,60.4667,166.1,10.36,91,100,4.07
400,Mildura,AU,2022-11-08 14:48:37,-34.2,142.15,67.06,63,17,10.65
401,Valparaiso,CL,2022-11-08 14:44:27,-33.0393,-71.6273,64.0,95,100,9.22
402,Moron,AR,2022-11-08 14:48:38,-34.6534,-58.6198,75.96,51,0,10.6
403,Izmit,TR,2022-11-08 14:44:58,40.7669,29.9169,58.98,64,40,8.05
404,Nanchang,CN,2022-11-08 14:49:38,28.6833,115.8833,71.31,48,92,3.83
405,Otse,BW,2022-11-08 14:49:39,-25.0167,25.7333,76.26,36,8,10.96
406,Pochutla,MX,2022-11-08 14:49:39,15.7432,-96.4661,81.82,70,25,1.48
407,Nicoya,CR,2022-11-08 14:49:41,10.1483,-85.452,80.04,82,94,3.09
408,Dubrovnik,HR,2022-11-08 14:49:41,42.6481,18.0922,64.04,63,0,5.75
409,Nur,PL,2022-11-08 14:49:42,52.6683,22.3221,49.01,85,64,7.56
410,Nome,US,2022-11-08 14:49:43,64.5011,-165.4064,37.47,82,100,24.16
